title,URL,Congress,chamber,Meeting Date,Committee
"""Draft legislation to establish a permanent Veterans Choice Program;  Draft legislation to modify VA’s authority to enter into agreements with State homes to provide nursing home care to veterans, to direct the Secretary to carry out a program to increase the number of graduate medical education residency positions, and for other purposes; Draft legislation, to direct VA to conduct a study of the Veterans Crisis Line; Draft legislation, to direct VA to furnish mental health care to veterans at community or non-profit mental health providers participating in the Veterans Choice Program; the Department of Veterans Affairs’ (VA’s) legislative proposal, the Veteran Coordinated Access and Rewarding Experiences (CARE) Act; H.R. 1133; H.R. 2123; H.R. 2601; and, H.R. 3642""",/event/115th-congress/house-event/106521,115th,H,2017-10-24T14:00:00Z,House Veterans' Affairs
Examining How VBA Can Effectively Prevent and Manage Overpayments,/event/115th-congress/house-event/106501,115th,H,2017-10-25T14:30:00Z,House Veterans' Affairs
"Markup of H.R. 815; H.R. 3018; H.R. 3634; H.R. 3949; H.R. 3965; and a draft bill entitled, “To amend title 38, United States Code, to make certain improvements to the use of educational assistance provided by the Department of Veterans Affairs for flight training programs”.",/event/115th-congress/house-event/106524,115th,H,2017-10-25T18:00:00Z,House Veterans' Affairs
"H.R. 299; Amendment in the Nature of a Substitute to H.R. 299; H.R. 1133; Amendment in the Nature of a Substitute to H.R. 1133; H.R. 1900; Amendment in the Nature of a Substitute to H.R. 1900; H.R. 2123; H.R. 2601; Amendment in the Nature of a Substitute to H.R. 2601; H.R. 3634; H.R. 3705; Amendment in the Nature of a Substitute to H.R. 3705; H.R. 3949, as amended; H.R. 4173",/event/115th-congress/house-event/106580,115th,H,2017-11-02T14:30:00Z,House Veterans' Affairs
"H.R. 4243, the VA Asset and Infrastructure Review (AIR) Act of 2017 (Rep. Roe)",/event/115th-congress/house-event/106585,115th,H,2017-11-08T15:00:00Z,House Veterans' Affairs
"A Review of the Interagency Transition Assistance Program 
and the Need for Enhanced Outcome Measurements",/event/115th-congress/house-event/106532,115th,H,2017-11-08T19:00:00Z,House Veterans' Affairs
Best Practices in Veterans Education and Transition to Civilian Life,/event/115th-congress/house-event/106624,115th,H,2017-11-17T19:00:00Z,House Veterans' Affairs
Examining VA’s Failure to Address Provider Quality and Safety Concerns,/event/115th-congress/house-event/106654,115th,H,2017-11-29T15:00:00Z,House Veterans' Affairs
"New Names, Same Problems: The VA Medical Surgical 
Prime Vendor Program",/event/115th-congress/house-event/106692,115th,H,2017-12-07T15:00:00Z,House Veterans' Affairs
"An Update on the Implementation of the Forever GI Bill, the Harry W. Colmery Educational Assistance Act of 2017",/event/115th-congress/house-event/106695,115th,H,2017-12-12T19:00:00Z,House Veterans' Affairs
Pre-Discharge Claims Programs:  Are VA and DOD Effectively Serving Separating Military Personnel?,/event/115th-congress/house-event/106717,115th,H,2017-12-13T15:00:00Z,House Veterans' Affairs
"H.R. 4242, the VA Care in the Community Act",/event/115th-congress/house-event/106746,115th,H,2017-12-19T15:00:00Z,House Veterans' Affairs
Home Loan Churning Practices and How Veteran Homebuyers are Being Affected,/event/115th-congress/house-event/106744,115th,H,2018-01-10T15:00:00Z,House Veterans' Affairs
"The Denver Replacement Medical Center: 
Light at the End of the Tunnel?",/event/115th-congress/house-event/106763,115th,H,2018-01-17T15:00:00Z,House Veterans' Affairs
Addressing Veteran Homelessness: Current Position; Future Course,/event/115th-congress/house-event/106743,115th,H,2018-01-18T15:00:00Z,House Veterans' Affairs
Appeals Reform: Will VA’s Implementation Effectively Serve Veterans?,/event/115th-congress/house-event/106792,115th,H,2018-01-30T15:00:00Z,House Veterans' Affairs
VA Caregiver Support Program: Correcting Course for Veteran Caregivers,/event/115th-congress/house-event/106804,115th,H,2018-02-06T15:00:00Z,House Veterans' Affairs
U.S. Department of Veterans Affairs Budget Request for Fiscal Year 2019,/event/115th-congress/house-event/106849,115th,H,2018-02-15T13:00:00Z,House Veterans' Affairs
Joint Hearing of the House and Senate Veterans' Affairs Committees to receive the Legislative Presentation of the Disabled American Veterans,/event/115th-congress/house-event/106886,115th,H,2018-02-27T19:00:00Z,House Veterans' Affairs
Joint Hearing of the House and Senate Veterans' Affairs Committees to receive the Legislative Presentation of The American Legion,/event/115th-congress/house-event/106887,115th,H,2018-02-28T15:00:00Z,House Veterans' Affairs
"Joint Hearing of the House and Senate Veterans' Affairs Committees to receive the Legislative Presentation of 
Multiple Veterans Service Organizations
(PVA, AMVETS, VVA, AXPOW, IAVA, AUSN,
WWP, NGAUS, NCOA)",/event/115th-congress/house-event/106939,115th,H,2018-03-06T19:00:00Z,House Veterans' Affairs
Joint Hearing of the House and Senate Veterans' Affairs Committees to receive the Legislative Presentation of the Veterans of Foreign Wars of the United States,/event/115th-congress/house-event/106940,115th,H,2018-03-07T15:00:00Z,House Veterans' Affairs
"H.R. 3497, H.R. 4245, a draft bill regarding purchase card misuse, 
and a draft bill regarding the Medical Surgical Prime Vendor program",/event/115th-congress/house-event/106943,115th,H,2018-03-07T19:00:00Z,House Veterans' Affairs
VA Healthcare: Maximizing Resources in Puerto Rico,/event/115th-congress/house-event/106923,115th,H,2018-03-12T14:00:00Z,House Veterans' Affairs
"Joint Hearing of the House and Senate Veterans' Affairs Committees to receive the Legislative Presentation of
Multiple Veterans Service Organizations (FRA, JWV, AFSA, BVA, MOPH, NASDVA, MOAA, TREA, GSW)",/event/115th-congress/house-event/106969,115th,H,2018-03-14T14:00:00Z,House Veterans' Affairs
"FY 2019 Department of Veterans Affairs Budget Request for the 
Veterans Health Administration",/event/115th-congress/house-event/106918,115th,H,2018-03-15T14:00:00Z,House Veterans' Affairs
U.S. Department of Veterans Affairs Fiscal Year 2019 Budget: Veterans Benefits Administration and the Board of Veterans’ Appeals,/event/115th-congress/house-event/106968,115th,H,2018-03-15T18:00:00Z,House Veterans' Affairs
"H.R. 888, H.R. 4335, H.R. 4910, and H.R. 4958",/event/115th-congress/house-event/106966,115th,H,2018-03-20T14:30:00Z,House Veterans' Affairs
"H.R. 1206; H.R. 3023; H.R. 3940; H.R. 4451; H.R. 4830; H.R. 4835; H.R. 5044; a draft bill entitled, “VA Home Loan Improvement Act of 2018”",/event/115th-congress/house-event/108011,115th,H,2018-03-20T18:00:00Z,House Veterans' Affairs
"Partnering, Payment, and Provider Access: VA Community Care in North Carolina",/event/115th-congress/house-event/108043,115th,H,2018-03-23T14:00:00Z,House Veterans' Affairs
"H.R. 1206, H.R. 3023, H.R. 3940, H.R. 4451, H.R. 4830, H.R. 4835,and H.R. 5044",/event/115th-congress/house-event/108082,115th,H,2018-04-11T18:00:00Z,House Veterans' Affairs
"H.R. 1506; H.R. 2322; H.R. 3832; H.R. 4334; H.R. 4635; VA Medicinal Cannabis Research Act of 2018 and, a draft bill to make certain improvements in the Family Caregiver Program",/event/115th-congress/house-event/108154,115th,H,2018-04-17T19:30:00Z,House Veterans' Affairs
Review of VA’s Life Insurance Programs,/event/115th-congress/house-event/108208,115th,H,2018-04-25T18:30:00Z,House Veterans' Affairs
Committee Business Meeting to assign new committee member,/event/115th-congress/house-event/108210,115th,H,2018-04-26T12:00:00Z,House Veterans' Affairs
Pending Legislation,/event/115th-congress/house-event/108211,115th,H,2018-04-26T12:00:00Z,House Veterans' Affairs
Committee Business Meeting to Assign New Committee Member,/event/115th-congress/house-event/108255,115th,H,2018-05-08T14:00:00Z,House Veterans' Affairs
"H.R. 299, H.R. 1972, H.R. 2147, H.R. 3642, H.R. 3832, H.R. 4245, H.R. 4334, H.R. 4451 as Amended, H.R. 4635, H.R. 4830 as Amended, H.R. 4958, H.R. 5044, H.R. 5215, H.R. 5418, H.R. 5520, and H.R. 5674",/event/115th-congress/house-event/108256,115th,H,2018-05-08T14:00:00Z,House Veterans' Affairs
VA Logistics Modernization: Examining the RTLS and Catamaran Projects,/event/115th-congress/house-event/108259,115th,H,2018-05-08T18:00:00Z,House Veterans' Affairs
Member Day: Testimony and Proposals on the Department of Veterans Affairs,/event/115th-congress/house-event/108147,115th,H,2018-05-16T14:00:00Z,House Veterans' Affairs
"VA Research:  Focusing on Funding, Findings, and Partnerships",/event/115th-congress/house-event/108252,115th,H,2018-05-17T14:00:00Z,House Veterans' Affairs
A Review of VA’s Vocational Rehabilitation and Employment Program,/event/115th-congress/house-event/108251,115th,H,2018-05-17T18:00:00Z,House Veterans' Affairs
Full Committee Business Meeting to  consider a resolution designating Republican members of subcommittees.,/event/115th-congress/house-event/108363,115th,H,2018-05-22T14:00:00Z,House Veterans' Affairs
The Curious Case of the VISN Takeover: Assessing VA’s Governance Structure,/event/115th-congress/house-event/108328,115th,H,2018-05-22T14:00:00Z,House Veterans' Affairs
"H.R. 2409; H.R. 5452; H.R. 5538; H.R. 5644; H.R. 5649; and a draft bill, entitled ""To amend the Servicemembers Civil Relief Act to provide for the termination by a spouse of a lessee of certain leases when the lessee dies while in military service.""",/event/115th-congress/house-event/108284,115th,H,2018-05-23T14:00:00Z,House Veterans' Affairs
Honoring Heroes: Memorializing our Nation’s Veterans,/event/115th-congress/house-event/108378,115th,H,2018-06-07T15:15:00Z,House Veterans' Affairs
An Assessment of the Potential Health Effects of Burn Pit Exposure among Veterans,/event/115th-congress/house-event/108367,115th,H,2018-06-07T19:00:00Z,House Veterans' Affairs
"Legislative Hearing on: H.R. 2787; H.R. 3696; H.R. 5521; H.R. 5693; H.R. 5864; H.R. 5938;
H.R. 5974; and H.R. 6066”",/event/115th-congress/house-event/108368,115th,H,2018-06-13T19:00:00Z,House Veterans' Affairs
"More Than Just Filling Vacancies: A Closer Look at VA Hiring Authorities, Recruiting, and Retention",/event/115th-congress/house-event/108430,115th,H,2018-06-21T14:00:00Z,House Veterans' Affairs
VA Electronic Health Record Modernization: The Beginning of the Beginning,/event/115th-congress/house-event/108428,115th,H,2018-06-26T14:00:00Z,House Veterans' Affairs
Hiring and Retaining Veterans for the Modern Day Workforce,/event/115th-congress/house-event/108447,115th,H,2018-06-26T18:00:00Z,House Veterans' Affairs
"H.R. 2787; H.R. 3696; H.R. 5693; H.R. 5864;
H.R. 5938; H.R. 5974; and H.R. 6066",/event/115th-congress/house-event/108491,115th,H,2018-06-27T19:00:00Z,House Veterans' Affairs
Assign Representative Bill Flores of Texas to subcommittees; amend the Committee Rules to establish a Subcommittee on Technology Modernization; set the membership ratio of the subcommittee; assign a chair and ranking member of the subcommittee; assign majority and minority members of the subcommittee; and for other purposes,/event/115th-congress/house-event/108518,115th,H,2018-07-12T14:00:00Z,House Veterans' Affairs
"H.R. 2409; H.R. 2787, as amended; H.R. 5538; H.R. 5649; H.R. 5693, as amended; H.R. 5864; H.R. 5882; H.R. 5938, as amended; H.R. 5974, as amended; and H.R. 6066, as amended.",/event/115th-congress/house-event/108520,115th,H,2018-07-12T14:15:00Z,House Veterans' Affairs
The VA Accountability and Whistleblower Protection Act: One Year Later,/event/115th-congress/house-event/108516,115th,H,2018-07-17T14:30:00Z,House Veterans' Affairs
"Joint Hearing with the Committee on Small Business, Subcommittee on Investigations, Oversight, and Regulations:

“Achieving Government-wide Verification of Service Disabled Veteran Owned Small Businesses”",/event/115th-congress/house-event/108549,115th,H,2018-07-17T18:00:00Z,House Veterans' Affairs
An Update on the Implementation of the Forever GI Bill: Is VA Ready for August 1st?,/event/115th-congress/house-event/108514,115th,H,2018-07-18T18:00:00Z,House Veterans' Affairs
Assessing Whether VA is on Track to Successfully Implement Appeals Reform,/event/115th-congress/house-event/108576,115th,H,2018-07-24T14:00:00Z,House Veterans' Affairs
"VA Long-term Care: What’s Working, What’s Not, and How to Best Serve Our Aging Veterans.",/event/115th-congress/house-event/108625,115th,H,2018-07-30T14:00:00Z,House Veterans' Affairs
Reusable Medical Equipment: Continuing to Examine VHA’s Sterile Processing Problems.,/event/115th-congress/house-event/108637,115th,H,2018-09-05T14:00:00Z,House Veterans' Affairs
